00.0h_mean_RI,00.0h_box_shape,00.0h_ri_above_1.35_volume,00.0h_volume,00.0h_volume_convex,00.0h_axis_major_length,00.0h_euler_number,00.0h_extent,00.0h_solidity,00.0h_inertia_tensor_eigvals-0,00.0h_inertia_tensor_eigvals-1,00.0h_inertia_tensor_eigvals-2,00.5h_mean_RI,00.5h_box_shape,00.5h_ri_above_1.35_volume,00.5h_volume,00.5h_volume_convex,00.5h_axis_major_length,00.5h_euler_number,00.5h_extent,00.5h_solidity,00.5h_inertia_tensor_eigvals-0,00.5h_inertia_tensor_eigvals-1,00.5h_inertia_tensor_eigvals-2,01.0h_mean_RI,01.0h_box_shape,01.0h_ri_above_1.35_volume,01.0h_volume,01.0h_volume_convex,01.0h_axis_major_length,01.0h_euler_number,01.0h_extent,01.0h_solidity,01.0h_inertia_tensor_eigvals-0,01.0h_inertia_tensor_eigvals-1,01.0h_inertia_tensor_eigvals-2,01.5h_mean_RI,01.5h_box_shape,01.5h_ri_above_1.35_volume,01.5h_volume,01.5h_volume_convex,01.5h_axis_major_length,01.5h_euler_number,01.5h_extent,01.5h_solidity,01.5h_inertia_tensor_eigvals-0,01.5h_inertia_tensor_eigvals-1,01.5h_inertia_tensor_eigvals-2,02.0h_mean_RI,02.0h_box_shape,02.0h_ri_above_1.35_volume,02.0h_volume,02.0h_volume_convex,02.0h_axis_major_length,02.0h_euler_number,02.0h_extent,02.0h_solidity,02.0h_inertia_tensor_eigvals-0,02.0h_inertia_tensor_eigvals-1,02.0h_inertia_tensor_eigvals-2,02.5h_mean_RI,02.5h_box_shape,02.5h_ri_above_1.35_volume,02.5h_volume,02.5h_volume_convex,02.5h_axis_major_length,02.5h_euler_number,02.5h_extent,02.5h_solidity,02.5h_inertia_tensor_eigvals-0,02.5h_inertia_tensor_eigvals-1,02.5h_inertia_tensor_eigvals-2,03.0h_mean_RI,03.0h_box_shape,03.0h_ri_above_1.35_volume,03.0h_volume,03.0h_volume_convex,03.0h_axis_major_length,03.0h_euler_number,03.0h_extent,03.0h_solidity,03.0h_inertia_tensor_eigvals-0,03.0h_inertia_tensor_eigvals-1,03.0h_inertia_tensor_eigvals-2,03.5h_mean_RI,03.5h_box_shape,03.5h_ri_above_1.35_volume,03.5h_volume,03.5h_volume_convex,03.5h_axis_major_length,03.5h_euler_number,03.5h_extent,03.5h_solidity,03.5h_inertia_tensor_eigvals-0,03.5h_inertia_tensor_eigvals-1,03.5h_inertia_tensor_eigvals-2,04.0h_mean_RI,04.0h_box_shape,04.0h_ri_above_1.35_volume,04.0h_volume,04.0h_volume_convex,04.0h_axis_major_length,04.0h_euler_number,04.0h_extent,04.0h_solidity,04.0h_inertia_tensor_eigvals-0,04.0h_inertia_tensor_eigvals-1,04.0h_inertia_tensor_eigvals-2,04.5h_mean_RI,04.5h_box_shape,04.5h_ri_above_1.35_volume,04.5h_volume,04.5h_volume_convex,04.5h_axis_major_length,04.5h_euler_number,04.5h_extent,04.5h_solidity,04.5h_inertia_tensor_eigvals-0,04.5h_inertia_tensor_eigvals-1,04.5h_inertia_tensor_eigvals-2,05.0h_mean_RI,05.0h_box_shape,05.0h_ri_above_1.35_volume,05.0h_volume,05.0h_volume_convex,05.0h_axis_major_length,05.0h_euler_number,05.0h_extent,05.0h_solidity,05.0h_inertia_tensor_eigvals-0,05.0h_inertia_tensor_eigvals-1,05.0h_inertia_tensor_eigvals-2,05.5h_mean_RI,05.5h_box_shape,05.5h_ri_above_1.35_volume,05.5h_volume,05.5h_volume_convex,05.5h_axis_major_length,05.5h_euler_number,05.5h_extent,05.5h_solidity,05.5h_inertia_tensor_eigvals-0,05.5h_inertia_tensor_eigvals-1,05.5h_inertia_tensor_eigvals-2,06.0h_mean_RI,06.0h_box_shape,06.0h_ri_above_1.35_volume,06.0h_volume,06.0h_volume_convex,06.0h_axis_major_length,06.0h_euler_number,06.0h_extent,06.0h_solidity,06.0h_inertia_tensor_eigvals-0,06.0h_inertia_tensor_eigvals-1,06.0h_inertia_tensor_eigvals-2,06.5h_mean_RI,06.5h_box_shape,06.5h_ri_above_1.35_volume,06.5h_volume,06.5h_volume_convex,06.5h_axis_major_length,06.5h_euler_number,06.5h_extent,06.5h_solidity,06.5h_inertia_tensor_eigvals-0,06.5h_inertia_tensor_eigvals-1,06.5h_inertia_tensor_eigvals-2,07.0h_mean_RI,07.0h_box_shape,07.0h_ri_above_1.35_volume,07.0h_volume,07.0h_volume_convex,07.0h_axis_major_length,07.0h_euler_number,07.0h_extent,07.0h_solidity,07.0h_inertia_tensor_eigvals-0,07.0h_inertia_tensor_eigvals-1,07.0h_inertia_tensor_eigvals-2,07.5h_mean_RI,07.5h_box_shape,07.5h_ri_above_1.35_volume,07.5h_volume,07.5h_volume_convex,07.5h_axis_major_length,07.5h_euler_number,07.5h_extent,07.5h_solidity,07.5h_inertia_tensor_eigvals-0,07.5h_inertia_tensor_eigvals-1,07.5h_inertia_tensor_eigvals-2,08.0h_mean_RI,08.0h_box_shape,08.0h_ri_above_1.35_volume,08.0h_volume,08.0h_volume_convex,08.0h_axis_major_length,08.0h_euler_number,08.0h_extent,08.0h_solidity,08.0h_inertia_tensor_eigvals-0,08.0h_inertia_tensor_eigvals-1,08.0h_inertia_tensor_eigvals-2,08.5h_mean_RI,08.5h_box_shape,08.5h_ri_above_1.35_volume,08.5h_volume,08.5h_volume_convex,08.5h_axis_major_length,08.5h_euler_number,08.5h_extent,08.5h_solidity,08.5h_inertia_tensor_eigvals-0,08.5h_inertia_tensor_eigvals-1,08.5h_inertia_tensor_eigvals-2,09.0h_mean_RI,09.0h_box_shape,09.0h_ri_above_1.35_volume,09.0h_volume,09.0h_volume_convex,09.0h_axis_major_length,09.0h_euler_number,09.0h_extent,09.0h_solidity,09.0h_inertia_tensor_eigvals-0,09.0h_inertia_tensor_eigvals-1,09.0h_inertia_tensor_eigvals-2,09.5h_mean_RI,09.5h_box_shape,09.5h_ri_above_1.35_volume,09.5h_volume,09.5h_volume_convex,09.5h_axis_major_length,09.5h_euler_number,09.5h_extent,09.5h_solidity,09.5h_inertia_tensor_eigvals-0,09.5h_inertia_tensor_eigvals-1,09.5h_inertia_tensor_eigvals-2,10.0h_mean_RI,10.0h_box_shape,10.0h_ri_above_1.35_volume,10.0h_volume,10.0h_volume_convex,10.0h_axis_major_length,10.0h_euler_number,10.0h_extent,10.0h_solidity,10.0h_inertia_tensor_eigvals-0,10.0h_inertia_tensor_eigvals-1,10.0h_inertia_tensor_eigvals-2,10.5h_mean_RI,10.5h_box_shape,10.5h_ri_above_1.35_volume,10.5h_volume,10.5h_volume_convex,10.5h_axis_major_length,10.5h_euler_number,10.5h_extent,10.5h_solidity,10.5h_inertia_tensor_eigvals-0,10.5h_inertia_tensor_eigvals-1,10.5h_inertia_tensor_eigvals-2,11.0h_mean_RI,11.0h_box_shape,11.0h_ri_above_1.35_volume,11.0h_volume,11.0h_volume_convex,11.0h_axis_major_length,11.0h_euler_number,11.0h_extent,11.0h_solidity,11.0h_inertia_tensor_eigvals-0,11.0h_inertia_tensor_eigvals-1,11.0h_inertia_tensor_eigvals-2,11.5h_mean_RI,11.5h_box_shape,11.5h_ri_above_1.35_volume,11.5h_volume,11.5h_volume_convex,11.5h_axis_major_length,11.5h_euler_number,11.5h_extent,11.5h_solidity,11.5h_inertia_tensor_eigvals-0,11.5h_inertia_tensor_eigvals-1,11.5h_inertia_tensor_eigvals-2,12.0h_mean_RI,12.0h_box_shape,12.0h_ri_above_1.35_volume,12.0h_volume,12.0h_volume_convex,12.0h_axis_major_length,12.0h_euler_number,12.0h_extent,12.0h_solidity,12.0h_inertia_tensor_eigvals-0,12.0h_inertia_tensor_eigvals-1,12.0h_inertia_tensor_eigvals-2,12.5h_mean_RI,12.5h_box_shape,12.5h_ri_above_1.35_volume,12.5h_volume,12.5h_volume_convex,12.5h_axis_major_length,12.5h_euler_number,12.5h_extent,12.5h_solidity,12.5h_inertia_tensor_eigvals-0,12.5h_inertia_tensor_eigvals-1,12.5h_inertia_tensor_eigvals-2,13.0h_mean_RI,13.0h_box_shape,13.0h_ri_above_1.35_volume,13.0h_volume,13.0h_volume_convex,13.0h_axis_major_length,13.0h_euler_number,13.0h_extent,13.0h_solidity,13.0h_inertia_tensor_eigvals-0,13.0h_inertia_tensor_eigvals-1,13.0h_inertia_tensor_eigvals-2,13.5h_mean_RI,13.5h_box_shape,13.5h_ri_above_1.35_volume,13.5h_volume,13.5h_volume_convex,13.5h_axis_major_length,13.5h_euler_number,13.5h_extent,13.5h_solidity,13.5h_inertia_tensor_eigvals-0,13.5h_inertia_tensor_eigvals-1,13.5h_inertia_tensor_eigvals-2,14.0h_mean_RI,14.0h_box_shape,14.0h_ri_above_1.35_volume,14.0h_volume,14.0h_volume_convex,14.0h_axis_major_length,14.0h_euler_number,14.0h_extent,14.0h_solidity,14.0h_inertia_tensor_eigvals-0,14.0h_inertia_tensor_eigvals-1,14.0h_inertia_tensor_eigvals-2,14.5h_mean_RI,14.5h_box_shape,14.5h_ri_above_1.35_volume,14.5h_volume,14.5h_volume_convex,14.5h_axis_major_length,14.5h_euler_number,14.5h_extent,14.5h_solidity,14.5h_inertia_tensor_eigvals-0,14.5h_inertia_tensor_eigvals-1,14.5h_inertia_tensor_eigvals-2,15.0h_mean_RI,15.0h_box_shape,15.0h_ri_above_1.35_volume,15.0h_volume,15.0h_volume_convex,15.0h_axis_major_length,15.0h_euler_number,15.0h_extent,15.0h_solidity,15.0h_inertia_tensor_eigvals-0,15.0h_inertia_tensor_eigvals-1,15.0h_inertia_tensor_eigvals-2,15.5h_mean_RI,15.5h_box_shape,15.5h_ri_above_1.35_volume,15.5h_volume,15.5h_volume_convex,15.5h_axis_major_length,15.5h_euler_number,15.5h_extent,15.5h_solidity,15.5h_inertia_tensor_eigvals-0,15.5h_inertia_tensor_eigvals-1,15.5h_inertia_tensor_eigvals-2,16.0h_mean_RI,16.0h_box_shape,16.0h_ri_above_1.35_volume,16.0h_volume,16.0h_volume_convex,16.0h_axis_major_length,16.0h_euler_number,16.0h_extent,16.0h_solidity,16.0h_inertia_tensor_eigvals-0,16.0h_inertia_tensor_eigvals-1,16.0h_inertia_tensor_eigvals-2,16.5h_mean_RI,16.5h_box_shape,16.5h_ri_above_1.35_volume,16.5h_volume,16.5h_volume_convex,16.5h_axis_major_length,16.5h_euler_number,16.5h_extent,16.5h_solidity,16.5h_inertia_tensor_eigvals-0,16.5h_inertia_tensor_eigvals-1,16.5h_inertia_tensor_eigvals-2,17.0h_mean_RI,17.0h_box_shape,17.0h_ri_above_1.35_volume,17.0h_volume,17.0h_volume_convex,17.0h_axis_major_length,17.0h_euler_number,17.0h_extent,17.0h_solidity,17.0h_inertia_tensor_eigvals-0,17.0h_inertia_tensor_eigvals-1,17.0h_inertia_tensor_eigvals-2,17.5h_mean_RI,17.5h_box_shape,17.5h_ri_above_1.35_volume,17.5h_volume,17.5h_volume_convex,17.5h_axis_major_length,17.5h_euler_number,17.5h_extent,17.5h_solidity,17.5h_inertia_tensor_eigvals-0,17.5h_inertia_tensor_eigvals-1,17.5h_inertia_tensor_eigvals-2
,"(59, 469, 533)",146,64015.0,255552.0,198.70968339826655,-707,0.09088289076164732,0.250496963436013,2606.0055702969557,1979.7576378276326,637.2093805006558,,"(59, 469, 533)",89,57110.0,144604.0,190.6024446593802,-564,0.14173044660849538,0.39494066554175544,2229.0536797298355,1820.7612391645205,416.88572788114703,,"(59, 469, 533)",100,82635.0,395483.0,238.7965171311663,-648,0.07625771943877419,0.20894703438580167,3698.4701506577226,2856.362739084908,852.4552303450913,,"(59, 469, 533)",128,154893.0,728671.0,312.6846070197386,-930,0.07530365907729646,0.21256918417228077,5544.836912054923,4895.906160441632,663.5767257877201,,"(59, 469, 533)",111,46355.0,157412.0,251.76372080222677,-689,0.10336945856747837,0.2944819962899906,3482.5035494719414,3172.784699091676,316.79113734545683,,"(59, 469, 533)",149,91859.0,284555.0,319.55801744472495,-1142,0.06994304597438591,0.32281632724780795,5493.014238641999,5110.806439791537,392.0880271132203,,"(59, 469, 533)",131,17376.0,103503.0,222.20085497130813,-285,0.05739957716701903,0.16787919190748093,2706.5098886918977,2471.1250661302674,240.31295982413383,,"(59, 469, 533)",160,17965.0,100652.0,192.43324908919075,-301,0.06039873587950511,0.1784862695227119,2083.400950336448,1854.3453188534093,234.690733687604,,"(59, 469, 533)",165,21375.0,104381.0,203.95815322476642,-419,0.07730560578661845,0.2047786474549966,2387.7706339617775,2082.383949785109,310.2617570611564,,"(59, 469, 533)",434,94483.0,199869.0,217.2116785203508,-418,0.1591225632604943,0.47272463463568637,2872.9029206178175,2363.9143559600375,518.7259480150313,,"(59, 469, 533)",592,91462.0,212502.0,142.0569881015106,-221,0.17266102846786982,0.430405360890721,1820.577066114741,1016.2046770560803,818.7629563235485,,"(59, 469, 533)",1119,91250.0,243865.0,165.6165311051183,-297,0.1284802302365726,0.3741824370040801,2263.2643866978106,1378.2838324394677,898.6646816080168,,"(59, 469, 533)",4063,108653.0,274901.0,191.1424762524212,-411,0.17049063543471166,0.39524410605999977,2822.8744177373615,1834.0727994641175,1003.4025944107389,,"(59, 469, 533)",780,76468.0,225695.0,164.5547549053593,-332,0.1633931623931624,0.33881122754159376,2238.1493962307495,1359.938457174308,890.2611172087708,,"(59, 469, 533)",566,64392.0,216330.0,181.93438133355144,-292,0.1269928922477379,0.29765635834142284,2400.799621111164,1660.1682845082373,750.9559944971901,,"(59, 469, 533)",194,66597.0,222090.0,293.02005338148757,-298,0.11658281428886531,0.29986491962717815,4849.836366706228,4297.673182630133,561.4343809673788,,"(59, 469, 533)",503,97297.0,298745.0,281.10636442711984,-481,0.16832925040137298,0.3256857855361596,4666.125741838687,3958.334523122096,722.381452817512,,"(59, 469, 533)",840,144519.0,393754.0,272.93911294183624,-577,0.16228425768924123,0.3670286524073406,4650.643558563432,3734.1677507075747,935.235371923362,,"(59, 469, 533)",336,106472.0,370457.0,307.9161892647753,-694,0.12337284620108689,0.2874071754616595,5549.129038222902,4747.697583799487,815.588660888295,,"(59, 469, 533)",230,34372.0,118529.0,123.9792756239059,-307,0.1391297308237199,0.28998810417703685,1252.0820700055235,773.967198461707,488.9631900443873,,"(59, 469, 533)",812,128863.0,417704.0,328.2308483047067,-1097,0.1258912120483858,0.30850315055637484,6314.717643122844,5394.70069180265,935.8693570427546,,"(59, 469, 533)",555,65329.0,285036.0,167.06408136515884,-771,0.08356870570778008,0.22919561037903985,2432.1034663549194,1402.7137648044218,1043.7765029209,,"(59, 469, 533)",442,47704.0,190232.0,135.90609296752737,-376,0.11118776804027597,0.25076748391437825,1714.9278724699539,929.9636690328302,797.844930932965,,"(59, 469, 533)",524,54862.0,205631.0,147.8607640361757,-439,0.11660460450248249,0.2667982940315419,1940.4676300035749,1100.192753218064,854.3798290854756,,"(59, 469, 533)",380,45097.0,181787.0,139.56094199975288,-362,0.10634078475759291,0.24807604504172465,1676.7339610357526,980.2216759979566,709.22998384787,,"(59, 469, 533)",240,28039.0,117315.0,118.03663632620035,-171,0.09650318361727758,0.23900609470229722,1145.3888249603474,701.1291119128351,453.2531853528141,,"(59, 469, 533)",493,50744.0,187898.0,146.59095901570555,-378,0.1137349829657522,0.27006141630033315,1841.6756426314337,1081.236881744043,774.0215978610503,,"(59, 469, 533)",348,32331.0,124112.0,120.61811060426623,-170,0.09580804608600825,0.26049858192600234,1213.7285891148908,732.4954275716365,491.3511561122268,,"(59, 469, 533)",574,51416.0,184175.0,143.8733406885523,-408,0.11951872652211105,0.27916926835889777,1824.8013962937748,1041.8068367882722,796.6544169936227,,"(59, 469, 533)",363,30626.0,129268.0,124.38261357012507,-248,0.09586202579191186,0.23691864962713124,1289.9058121728235,778.5304653808658,521.3328217001831,,"(59, 469, 533)",719,65661.0,203624.0,149.18862321495388,-632,0.1418752484831723,0.3224619887636035,2099.226965814849,1120.189667715655,993.6921038531566,,"(59, 469, 533)",1059,56448.0,186314.0,142.4723896730703,-560,0.13443584955988264,0.3029724014298442,1927.972695300557,1021.7873080184551,919.9218214034926,,"(59, 469, 533)",965,49406.0,177563.0,137.66263204676454,-529,0.12267254628836466,0.2782449046254006,1800.6342566531346,954.1352311222184,859.6694615710646,,"(59, 469, 533)",1156,64494.0,199578.0,150.57046133372052,-694,0.1353658997317617,0.3231518504043532,2109.8400310413513,1140.749562665655,983.4432110820634,,"(59, 469, 533)",1018,72540.0,218079.0,151.11088415495962,-770,0.15268943045621597,0.33263175271346623,2218.144700174522,1149.337104577043,1084.0318737422022,,"(59, 469, 533)",1288,87397.0,241866.0,158.18708591194192,-865,0.16847874280470831,0.36134471153448605,2390.0525225837746,1259.3573986192182,1147.0945062717835
,"(59, 471, 321)",1177,160663.0,216538.0,167.82513805355578,-166,0.35115753490527274,0.7419621498305148,2250.5723869314907,1418.8662889944314,852.910979656417,,"(59, 471, 321)",649,128905.0,171112.0,166.05042606415773,-71,0.3766673971802177,0.7533369956519707,2097.473085610717,1386.906091476185,727.1047774780707,,"(59, 471, 321)",1160,125942.0,160226.0,159.18051772006706,-32,0.4172199032664149,0.7860272365284037,1962.2648423457417,1275.5872032825,704.0083234653832,,"(59, 471, 321)",1989,163348.0,316414.0,189.9457869623163,-95,0.22241890154898586,0.5162477007970571,2674.161804885611,1814.0473070938535,880.2689135060999,,"(59, 471, 321)",2108,116594.0,219760.0,169.576822398856,-17,0.22276100297284698,0.530551510738988,2115.3960198927643,1445.6936029602696,685.4597533637186,,"(59, 471, 321)",1877,125504.0,416398.0,193.8562418496185,-33,0.1586762147509811,0.3014039452639062,2854.1799483724226,1887.5759951444943,983.7316931111385,,"(59, 471, 321)",1597,104024.0,160791.0,152.29264280316758,-28,0.3114864055575518,0.6469516328650236,1818.0658043544831,1167.6434577967827,666.4043569539468,,"(59, 471, 321)",918,98969.0,163921.0,144.66626581964982,-64,0.2701856401856402,0.603760347972499,1709.957008174994,1054.234901146808,671.3590627016441,,"(59, 471, 321)",937,102571.0,174184.0,152.26785347376315,-83,0.2547904712223961,0.5888657970881367,1869.003163132979,1166.6165807546517,717.0698237368904,,"(59, 471, 321)",975,111816.0,149572.0,150.1740823014372,-83,0.38849280800500313,0.7475730751744979,1783.4264635991508,1135.791901761305,663.9928658525723,,"(59, 471, 321)",554,101744.0,164165.0,147.82324741569843,-51,0.28068858971529465,0.6197666981390674,1710.829462679716,1100.572072231,626.2302872584364,,"(59, 471, 321)",501,92651.0,156695.0,131.05980735061232,-100,0.24716820061357878,0.591282427646064,1539.7607747941775,866.999058992305,689.092523508521,,"(59, 471, 321)",663,109695.0,175720.0,151.09133730470214,-98,0.2869193345888261,0.6242601866605964,1735.7168250894445,1150.8418611623079,603.6994653994244,,"(59, 471, 321)",342,90482.0,125202.0,132.00623488972928,-140,0.3360145573380868,0.7226881359722688,1465.023880524018,879.1687167235275,601.6279922713072,,"(59, 471, 321)",15306,49250.0,67017.0,112.71935277811266,-30,0.45556295556295556,0.7348881627049852,976.8197459367548,641.0999466416436,347.3544435067367,,"(59, 471, 321)",9016,44804.0,87534.0,104.48522938985415,-54,0.260270471233386,0.5118468252336235,1014.7547038697636,551.1499817002197,474.1883695049392,,"(59, 471, 321)",11960,59611.0,107457.0,117.47016125388345,-35,0.299094352876245,0.5547428273635036,1187.705342010336,697.073756935654,504.85522044465216,,"(59, 471, 321)",20308,66766.0,115566.0,113.68887153653158,-23,0.24261253797293567,0.5777304743609712,1150.099354860005,655.2744575962063,512.857861331213,,"(59, 471, 321)",14220,67410.0,123280.0,118.42731409277627,-32,0.25605086831669627,0.5468040233614536,1216.970466705797,710.2855101929251,524.7531045758135,,"(59, 471, 321)",9195,58440.0,121620.0,123.82032411474788,-83,0.24974358974358973,0.48051307350764677,1240.306528187698,773.6542113044501,480.8134731040267,,"(59, 471, 321)",13364,69110.0,137259.0,123.13627855875768,-160,0.24662412926801416,0.5035006811939472,1269.3880030778373,767.0708017917746,520.2044951396151,,"(59, 471, 321)",12968,60388.0,108107.0,117.67233999690967,-89,0.26191880638445525,0.5585947255959374,1136.3970499314396,700.4171836971652,452.13627359377386,,"(59, 471, 321)",11840,54484.0,94331.0,108.0785793112453,-82,0.29748293748293747,0.5775831911036668,1039.52048617958,591.1354452762191,462.5580008620851,,"(59, 471, 321)",12875,59223.0,105698.0,109.55345549908293,-94,0.2809227003642987,0.5603038846525005,1085.6563660875797,607.6379522222502,493.09835713087557,,"(59, 471, 321)",11130,54918.0,96864.0,107.14848136711055,-87,0.30014756517461877,0.5669598612487612,1064.5177665486958,580.8472457712456,497.2853063921377,,"(59, 471, 321)",8692,43932.0,81959.0,100.18046469867086,-70,0.27681721947776994,0.5360241096157835,955.8881933389067,507.3420721504433,459.6177147651862,,"(59, 471, 321)",12092,58146.0,101444.0,110.81656773939861,-76,0.3125624899209805,0.5731832340996017,1108.1739287339344,621.2274325902791,501.37019277014156,,"(59, 471, 321)",10113,46640.0,89221.0,105.5893590213422,-87,0.28125188445998917,0.5227468869436568,1022.1759452938322,563.3254709127507,470.59014235279284,,"(59, 471, 321)",12106,57142.0,100941.0,108.57632153398824,-89,0.3157714412024757,0.5660930642652638,1092.6787945899189,596.735773133078,510.53280793779714,,"(59, 471, 321)",10033,47297.0,88448.0,107.16136244366808,-90,0.2960095630296279,0.5347435781476122,1035.696801387937,579.8957796624524,467.23682097207006,,"(59, 471, 321)",12531,61369.0,104814.0,109.47003181369791,-63,0.33913019451812554,0.5855038449062148,1124.477152942933,606.942397559036,533.0507639727655,,"(59, 471, 321)",13952,57717.0,99510.0,108.02645638957829,-55,0.3338365434669443,0.5800120590895388,1096.4463670136943,590.8142897320167,520.289128736765,,"(59, 471, 321)",12964,54352.0,96309.0,106.77958723986987,-56,0.314373300942796,0.5643501645744426,1070.8514304315013,576.999721956477,507.66312727628014,,"(59, 471, 321)",13368,57235.0,99420.0,106.80998836923479,-47,0.3373114097123998,0.5756889961778314,1078.125368306428,577.8105548173857,515.0985615802065,,"(59, 471, 321)",13242,61111.0,103557.0,106.53618227121662,-43,0.3099689579613699,0.5901194511235358,1077.407354443785,575.710178924228,518.121720075424,,"(59, 471, 321)",14604,64308.0,103785.0,107.11544599799323,-54,0.3401243970550901,0.6196271137447608,1081.062434348738,582.5780072737853,516.2685644876226
