,00h_area_mean,00h_area_std,00h_axis_major_length_mean,00h_axis_major_length_std,00h_euler_number_mean,00h_euler_number_std,00h_extent_mean,00h_extent_std,00h_inertia_tensor_eigvals-0_mean,00h_inertia_tensor_eigvals-0_std,00h_inertia_tensor_eigvals-1_mean,00h_inertia_tensor_eigvals-1_std,00h_inertia_tensor_eigvals-2_mean,00h_inertia_tensor_eigvals-2_std,00h_solidity_mean,00h_solidity_std,12h_area_mean,12h_area_std,12h_axis_major_length_mean,12h_axis_major_length_std,12h_euler_number_mean,12h_euler_number_std,12h_extent_mean,12h_extent_std,12h_inertia_tensor_eigvals-0_mean,12h_inertia_tensor_eigvals-0_std,12h_inertia_tensor_eigvals-1_mean,12h_inertia_tensor_eigvals-1_std,12h_inertia_tensor_eigvals-2_mean,12h_inertia_tensor_eigvals-2_std,12h_solidity_mean,12h_solidity_std,24h_area_mean,24h_area_std,24h_axis_major_length_mean,24h_axis_major_length_std,24h_euler_number_mean,24h_euler_number_std,24h_extent_mean,24h_extent_std,24h_inertia_tensor_eigvals-0_mean,24h_inertia_tensor_eigvals-0_std,24h_inertia_tensor_eigvals-1_mean,24h_inertia_tensor_eigvals-1_std,24h_inertia_tensor_eigvals-2_mean,24h_inertia_tensor_eigvals-2_std,24h_solidity_mean,24h_solidity_std,36h_area_mean,36h_area_std,36h_axis_major_length_mean,36h_axis_major_length_std,36h_euler_number_mean,36h_euler_number_std,36h_extent_mean,36h_extent_std,36h_inertia_tensor_eigvals-0_mean,36h_inertia_tensor_eigvals-0_std,36h_inertia_tensor_eigvals-1_mean,36h_inertia_tensor_eigvals-1_std,36h_inertia_tensor_eigvals-2_mean,36h_inertia_tensor_eigvals-2_std,36h_solidity_mean,36h_solidity_std
44,-2.7755575615628914e-17,0.9999999999999999,5.551115123125783e-17,1.0,0.0,1.0,2.7755575615628914e-16,0.9999999999999999,0.0,1.0,-2.7755575615628914e-17,0.9999999999999998,5.551115123125783e-17,1.0,3.885780586188048e-16,1.0,-0.4640383992979694,0.32076096683732747,-0.3462837273425008,0.6947287218790181,-0.10691671651659733,1.935399302939795,-1.1414403879468502,1.9272397510818122,-0.3469018726984077,0.6530697020835894,-0.34528538651814145,0.6575141547068717,-0.3487188636580605,0.6480245448855416,-0.08310586918070842,1.7347621789905412,-0.573349576491987,0.03310022926203279,-0.5293420136574334,0.14529486432589844,0.46632137126854395,0.6616759282072152,-0.8901277046638622,2.1745345471054516,-0.5695732542361007,0.04119022804103174,-0.5659349491999537,0.056253416999262985,-0.5735941465990874,0.024590724087708023,-0.10782218390875112,1.479700339383167,-0.5745272963585509,0.026146120379741646,-0.5499919064312851,0.12243732240532731,0.5100861601578246,0.5480892492514043,-0.7147637305356328,2.3584284764828065,-0.5724271461421961,0.03204293831312956,-0.5698417934051906,0.04394109570562937,-0.5752756575673474,0.019011702827175618,-0.24044944417840833,1.3099296015579303
45,-2.7443715215453307e-17,1.0,-5.301626802985298e-17,0.9999999999999999,-2.5572552814399674e-17,1.0000000000000002,6.237208003512116e-17,1.0,-8.170742484600871e-17,1.0,9.979532805619384e-18,1.0,2.0114995811326572e-17,0.9999999999999999,4.104082866310972e-16,1.0,1.2660322425678008,4.635830768488808,0.63950870403207,3.6191981755883424,-0.03865572407516766,0.6097150374619149,1.3816473269160896,0.885690110402482,2.5318706561515647,9.01197744845692,2.1951916838896146,7.985457070491998,2.8081142572577176,9.753489597628418,-0.5651374989445307,0.007874705734149072,-0.09913480197393648,0.34339116071115994,-0.22138296057654488,0.6701339373861195,0.06525158069907165,0.7006572708940056,0.6885083386677817,1.3786722248467502,-0.1074759597545261,0.5446796467557633,-0.12299461898032044,0.5397842692856,-0.07726627769254248,0.5793233888501906,-0.23194554545420876,0.7812667422629102,-0.08772849075661539,0.3808985696053417,-0.1936127461423866,0.5944238324758354,0.08956602435018649,0.47654055406880275,0.2757794889686134,1.2955574630450295,-0.10547110423750411,0.58812258952061,-0.1359722911848108,0.5096981585988039,-0.05384328886608218,0.6554089250710616,-0.06864673894198908,0.8866871765376854
46,-1.3481279584734044e-17,0.9999999999999998,9.198990775465583e-17,1.0000000000000002,-1.1102230246251566e-17,1.0,-1.2688263138573217e-17,1.0,-2.5376526277146434e-17,1.0,-3.3306690738754695e-17,1.0,-3.1720657846433043e-18,0.9999999999999999,-4.758098676964956e-16,1.0,0.052973425647839655,0.9896108151886914,0.10438573455404902,1.1494125404464717,0.12072928270097745,0.4200759955712256,0.1484797273700039,0.9640835063068679,0.08345452314522406,1.1070929647850567,0.07805167327157547,1.0571549556172284,0.09287348318835413,1.2025008409263633,0.06080672911913646,1.1085005986833245,-0.15246045081907514,0.24173412311829537,-0.28564729402448547,0.3794620596328783,0.17145716776945968,0.35283033075903036,0.5960099491945903,1.1969503710400808,-0.1732276398670631,0.280526029372572,-0.1891214903768359,0.22249558204109895,-0.14058011707859572,0.39168980413197324,-0.4230231092005919,0.7226245457363889,-0.14252934994915245,0.3142225073659643,-0.2626384058824187,0.41278559158321587,0.16194796709787684,0.45926988464265944,0.30638864746832256,1.2009879127063021,-0.16718781625620735,0.32376817296388566,-0.18275656231491172,0.27330787275587165,-0.13503802817613725,0.4196334876087423,-0.08914753969608286,1.0269441082508366
47,0.0,1.0,0.0,1.0,0.0,1.0,4.440892098500626e-16,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.9896968654868311,0.05559011053288236,-0.92731786213054,0.18301540770438407,0.8266666666666667,1.1675996269650348,-0.3927977530527176,1.7069186560569085,-0.9839352083101581,0.06727623373007265,-0.9789215937533644,0.08085498178416578,-0.9898484714077798,0.053627155399242565,0.7396585659842355,3.3411394841920714,-0.9956878477460379,0.030985188717641048,-0.9708846575844922,0.14191079980196247,0.8203125,1.200153595313429,0.15814550392166754,1.839819751242991,-0.9918149230723925,0.05251021430231822,-0.9889076364082112,0.06633725396548538,-0.995241177797789,0.036646329661827404,0.41612870644654565,3.009787749697715,-0.9920887329090962,0.04182675188384573,-0.9395240669696971,0.18238527789644363,0.75,1.023618150311462,-0.16650193033528873,2.1126757535079217,-0.9853428406992781,0.06451890044851964,-0.9802083711346953,0.08084683358669338,-0.9914205235516228,0.04606626067978697,-0.16286706384339322,2.2966730579917924
48,-2.2001370914827798e-18,0.9999999999999998,1.441936001494868e-16,0.9999999999999997,-3.994095027614892e-17,1.0,-2.599546594244269e-16,0.9999999999999998,-3.147888453967669e-17,0.9999999999999999,4.027943290560781e-17,1.0000000000000002,1.7601096731862238e-17,0.9999999999999999,-5.686508174909338e-17,1.0,0.1191560751739249,1.323877051619284,0.3374857545612164,2.1871730186528193,-0.39191794785927586,2.121510384648193,-0.4462056809824367,0.9616327528579447,0.3675620297780294,2.22235877224658,0.492943321974488,2.7106585000791728,0.14824286126272546,1.583714604195741,-0.14529152529330427,0.8273906072571013,-0.06615909295204317,0.5559011334159745,-0.29451146660011807,0.9731742700831415,-0.1608088428715331,2.6672396833838743,0.45852331693469256,1.2127678609543469,-0.05149760470102412,0.7826586159837259,-0.03838621862781521,0.9238641251837428,-0.07526389705796495,0.6135251552810551,-0.5828578875788,0.4573124307675174,-0.06676585381530087,0.5242808866057134,-0.26877473018714565,0.9843394594005824,-0.13652204448349098,2.2036858902603402,0.30865147262576026,1.3689903242825971,-0.04910704737049998,0.7258013389025517,-0.033856896860476514,0.8755985099035613,-0.07650710535785085,0.5144357524806029,-0.579766808151055,0.45906789190438485
49,-1.850371707708594e-17,0.9999999999999998,-1.850371707708594e-17,1.0,-1.850371707708594e-17,0.9999999999999999,-5.551115123125783e-17,1.0,-5.551115123125783e-17,1.0,5.551115123125783e-17,1.0000000000000002,0.0,1.0,3.756254566648446e-14,0.9999999999999999,-0.4286111900440096,0.15855770750799275,-0.38734209703135547,0.217004470011197,0.30892512383541376,0.9805881532518057,-0.5755889216477572,1.2977855074628948,-0.42907337602858925,0.1331958582169715,-0.4268610427523288,0.1380546723416279,-0.43189823785926085,0.1276140331954749,34.005656798666934,78.91738102039861,-0.4438325425114855,0.041292358022191174,-0.42679251070225077,0.15307752247346249,0.40547365991996165,0.39140331282193036,-0.34550032976222095,1.3766066159086356,-0.44113797383405545,0.061478632586504704,-0.437892081391083,0.0917304966306754,-0.4453473874254005,0.021599240966125272,38.47898257378064,91.3110389052766,-0.4424904746988202,0.07004531413378576,-0.41117984707929595,0.153632153314971,0.38723742817343293,0.72071834257473,-0.3400424194077842,1.1446439583586567,-0.43863818778752395,0.11125908651471886,-0.4369662951577435,0.12619115885575602,-0.4407498880726079,0.09153550800590396,55.65480062066046,105.7133564477264
50,-1.2126222356342728e-17,0.9999999999999997,1.2719059893763929e-16,0.9999999999999998,6.790684519551928e-17,0.9999999999999997,6.0792794746464885e-16,1.0,-2.209667184933564e-17,1.0000000000000002,1.1856750748424001e-17,1.0,2.1557728633498183e-18,1.0000000000000002,6.316414489614968e-16,1.0,-0.0041955635617098724,0.7799714659484847,0.14487478166486464,1.5730648536595988,-0.33100080340413224,3.037845929396746,-0.290329885701236,1.4361865517507275,0.12175224592245881,1.6152551893330684,0.17755882695153932,1.9761377687145139,0.03633462482536638,1.0637712602037717,-0.24773177227779186,0.6281826354227824,-0.04498519311237803,0.708295163292365,-0.008151670439355756,1.3024807271417447,-0.31755593533927157,4.70812350415186,-0.08547283310632292,1.2348025121237953,0.03072128236702936,1.5273756532244602,0.0728710611745354,1.9962188358922393,-0.03326619784558641,0.8133859804920146,-0.19293646272546577,0.7972330685300427,-0.05682476008960044,0.5862166831316439,-0.14695476563045176,1.2635265884667164,-0.2751763949180415,5.327089276414797,0.33063361928716195,1.2561445312430286,0.009430923202747167,1.5099278538265004,0.04642860853965691,1.9980790388265939,-0.04682491104893385,0.7661269124596018,-0.13525473973873192,0.8914874960177438
51,1.1102230246251566e-17,1.0,2.2204460492503132e-17,0.9999999999999999,3.3306690738754695e-17,0.9999999999999998,-3.3306690738754696e-16,1.0,-2.7755575615628914e-17,1.0,3.8857805861880476e-17,1.0,1.1102230246251566e-17,1.0,2.55351295663786e-16,1.0,3.5621400871670517,0.0,3.251469869901631,0.0,-0.0833333333333333,0.0,-1.137139217895668,0.0,4.237544958775164,0.0,3.5125357783863245,0.0,5.3198228587392995,0.0,1.0362649675442857,0.0,-0.32433408155797316,0.08451127105229,-0.28003792292458185,0.26795450848670843,0.30370795107033643,0.2528395942610197,0.10948940504768223,1.3665858938161972,-0.3144296611978976,0.14025240763865354,-0.3099038527420814,0.16028532311547056,-0.32112553895253404,0.11524796056141234,0.028827559623021606,0.9704801928189613,-0.32144666373881503,0.1075119559518962,-0.2739989610289955,0.24322599208654136,0.2959692028985507,0.32528987159332257,-0.1429312502003474,1.36280206161208,-0.3146980506821161,0.14648639478764888,-0.3131597008305879,0.14773567616413755,-0.31691376601222065,0.1452800408404414,-0.017438262021661852,0.8807371217773532
52,0.0,1.0,0.0,1.0,0.0,1.0,-1.609823385706477e-15,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.9859882339334183,0.06419333049208298,-0.9176306531267123,0.20413704871716504,0.46808510638297873,1.877652040247677,-7.241422717783976,6.503067240237912,-0.9798168437960602,0.0738379402748818,-0.9741018302993393,0.09017683524637049,-0.9864990592307509,0.05555213123766556,-0.3365598290601068,1.0810261397281455,-0.9976927764850593,0.01775941314568844,-0.9889715162006961,0.09330580025763678,0.6302521008403361,2.582636091311094,0.965301304600577,6.9297707031350635,-0.996320417919379,0.02623576567334357,-0.9953895594507167,0.02977106607608192,-0.9973971222742033,0.022384209592350796,-0.8170480475901603,0.6525006882213429,-0.9863594056583206,0.0362416429578641,-0.9183935273299659,0.20041867603092384,0.0625,2.4866832830097203,-3.3532909232370742,6.70461358758734,-0.9787904897055125,0.055818547665015206,-0.9749258395121807,0.06495965009329388,-0.9833077602067177,0.045264305212910666,-0.8167823038454737,0.3856032598031414
53,-1.7253465923228783e-17,0.9999999999999998,-9.2453142551595e-17,1.0,1.4102833015508744e-16,0.9999999999999997,3.5482127746466153e-16,0.9999999999999998,2.1379294730957407e-17,0.9999999999999999,-7.313969250064376e-17,1.0,1.6878390577071637e-17,0.9999999999999998,-2.850572630794321e-17,1.0,0.04553490856667962,0.5767369984328894,0.30703088390256505,1.293730400118487,0.15038079752743458,0.40755055443492294,-0.3004925180540767,1.0189304093317373,0.15737188527115822,1.0492769916570592,0.15985799811701568,1.0620830686790497,0.1523847575826879,1.015983476619045,0.4494111769422982,1.2200224676181313,-0.06916598479102236,0.38955596826223465,0.020904419048526295,0.9541029168519256,0.05757160604618867,1.8206629579610245,-0.1486825676453845,1.1891707690038322,-0.024107535334231444,0.6615573512513123,-0.01022833646810817,0.7283129817414594,-0.055076572502840745,0.5326211052086367,0.006574580803769486,0.9727856090827436,-0.08955325914261816,0.29914376619962335,-0.07388114114519075,0.7844310706957764,0.1923475317211372,0.4543963635096353,0.09472589513318021,1.043813649785484,-0.07203922445642134,0.5472115198687199,-0.06731478892557266,0.5886501069274589,-0.08278359117927507,0.4622304647203107,-0.04629937498711836,0.9022876107368124
