00.0h_box_shape,00.0h_mean_RI,00.0h_ri_above_1.35_volume,00.0h_volume,00.0h_volume_convex,00.0h_axis_major_length,00.0h_euler_number,00.0h_extent,00.0h_solidity,00.0h_inertia_tensor_eigvals-0,00.0h_inertia_tensor_eigvals-1,00.0h_inertia_tensor_eigvals-2,00.5h_box_shape,00.5h_mean_RI,00.5h_ri_above_1.35_volume,00.5h_volume,00.5h_volume_convex,00.5h_axis_major_length,00.5h_euler_number,00.5h_extent,00.5h_solidity,00.5h_inertia_tensor_eigvals-0,00.5h_inertia_tensor_eigvals-1,00.5h_inertia_tensor_eigvals-2,01.0h_box_shape,01.0h_mean_RI,01.0h_ri_above_1.35_volume,01.0h_volume,01.0h_volume_convex,01.0h_axis_major_length,01.0h_euler_number,01.0h_extent,01.0h_solidity,01.0h_inertia_tensor_eigvals-0,01.0h_inertia_tensor_eigvals-1,01.0h_inertia_tensor_eigvals-2,01.5h_box_shape,01.5h_mean_RI,01.5h_ri_above_1.35_volume,01.5h_volume,01.5h_volume_convex,01.5h_axis_major_length,01.5h_euler_number,01.5h_extent,01.5h_solidity,01.5h_inertia_tensor_eigvals-0,01.5h_inertia_tensor_eigvals-1,01.5h_inertia_tensor_eigvals-2,02.0h_box_shape,02.0h_mean_RI,02.0h_ri_above_1.35_volume,02.0h_volume,02.0h_volume_convex,02.0h_axis_major_length,02.0h_euler_number,02.0h_extent,02.0h_solidity,02.0h_inertia_tensor_eigvals-0,02.0h_inertia_tensor_eigvals-1,02.0h_inertia_tensor_eigvals-2,02.5h_box_shape,02.5h_mean_RI,02.5h_ri_above_1.35_volume,02.5h_volume,02.5h_volume_convex,02.5h_axis_major_length,02.5h_euler_number,02.5h_extent,02.5h_solidity,02.5h_inertia_tensor_eigvals-0,02.5h_inertia_tensor_eigvals-1,02.5h_inertia_tensor_eigvals-2,03.0h_box_shape,03.0h_mean_RI,03.0h_ri_above_1.35_volume,03.0h_volume,03.0h_volume_convex,03.0h_axis_major_length,03.0h_euler_number,03.0h_extent,03.0h_solidity,03.0h_inertia_tensor_eigvals-0,03.0h_inertia_tensor_eigvals-1,03.0h_inertia_tensor_eigvals-2,03.5h_box_shape,03.5h_mean_RI,03.5h_ri_above_1.35_volume,03.5h_volume,03.5h_volume_convex,03.5h_axis_major_length,03.5h_euler_number,03.5h_extent,03.5h_solidity,03.5h_inertia_tensor_eigvals-0,03.5h_inertia_tensor_eigvals-1,03.5h_inertia_tensor_eigvals-2,04.0h_box_shape,04.0h_mean_RI,04.0h_ri_above_1.35_volume,04.0h_volume,04.0h_volume_convex,04.0h_axis_major_length,04.0h_euler_number,04.0h_extent,04.0h_solidity,04.0h_inertia_tensor_eigvals-0,04.0h_inertia_tensor_eigvals-1,04.0h_inertia_tensor_eigvals-2,04.5h_box_shape,04.5h_mean_RI,04.5h_ri_above_1.35_volume,04.5h_volume,04.5h_volume_convex,04.5h_axis_major_length,04.5h_euler_number,04.5h_extent,04.5h_solidity,04.5h_inertia_tensor_eigvals-0,04.5h_inertia_tensor_eigvals-1,04.5h_inertia_tensor_eigvals-2,05.0h_box_shape,05.0h_mean_RI,05.0h_ri_above_1.35_volume,05.0h_volume,05.0h_volume_convex,05.0h_axis_major_length,05.0h_euler_number,05.0h_extent,05.0h_solidity,05.0h_inertia_tensor_eigvals-0,05.0h_inertia_tensor_eigvals-1,05.0h_inertia_tensor_eigvals-2,05.5h_box_shape,05.5h_mean_RI,05.5h_ri_above_1.35_volume,05.5h_volume,05.5h_volume_convex,05.5h_axis_major_length,05.5h_euler_number,05.5h_extent,05.5h_solidity,05.5h_inertia_tensor_eigvals-0,05.5h_inertia_tensor_eigvals-1,05.5h_inertia_tensor_eigvals-2,06.0h_box_shape,06.0h_mean_RI,06.0h_ri_above_1.35_volume,06.0h_volume,06.0h_volume_convex,06.0h_axis_major_length,06.0h_euler_number,06.0h_extent,06.0h_solidity,06.0h_inertia_tensor_eigvals-0,06.0h_inertia_tensor_eigvals-1,06.0h_inertia_tensor_eigvals-2,06.5h_box_shape,06.5h_mean_RI,06.5h_ri_above_1.35_volume,06.5h_volume,06.5h_volume_convex,06.5h_axis_major_length,06.5h_euler_number,06.5h_extent,06.5h_solidity,06.5h_inertia_tensor_eigvals-0,06.5h_inertia_tensor_eigvals-1,06.5h_inertia_tensor_eigvals-2,07.0h_box_shape,07.0h_mean_RI,07.0h_ri_above_1.35_volume,07.0h_volume,07.0h_volume_convex,07.0h_axis_major_length,07.0h_euler_number,07.0h_extent,07.0h_solidity,07.0h_inertia_tensor_eigvals-0,07.0h_inertia_tensor_eigvals-1,07.0h_inertia_tensor_eigvals-2,07.5h_box_shape,07.5h_mean_RI,07.5h_ri_above_1.35_volume,07.5h_volume,07.5h_volume_convex,07.5h_axis_major_length,07.5h_euler_number,07.5h_extent,07.5h_solidity,07.5h_inertia_tensor_eigvals-0,07.5h_inertia_tensor_eigvals-1,07.5h_inertia_tensor_eigvals-2,08.0h_box_shape,08.0h_mean_RI,08.0h_ri_above_1.35_volume,08.0h_volume,08.0h_volume_convex,08.0h_axis_major_length,08.0h_euler_number,08.0h_extent,08.0h_solidity,08.0h_inertia_tensor_eigvals-0,08.0h_inertia_tensor_eigvals-1,08.0h_inertia_tensor_eigvals-2,08.5h_box_shape,08.5h_mean_RI,08.5h_ri_above_1.35_volume,08.5h_volume,08.5h_volume_convex,08.5h_axis_major_length,08.5h_euler_number,08.5h_extent,08.5h_solidity,08.5h_inertia_tensor_eigvals-0,08.5h_inertia_tensor_eigvals-1,08.5h_inertia_tensor_eigvals-2,09.0h_box_shape,09.0h_mean_RI,09.0h_ri_above_1.35_volume,09.0h_volume,09.0h_volume_convex,09.0h_axis_major_length,09.0h_euler_number,09.0h_extent,09.0h_solidity,09.0h_inertia_tensor_eigvals-0,09.0h_inertia_tensor_eigvals-1,09.0h_inertia_tensor_eigvals-2,09.5h_box_shape,09.5h_mean_RI,09.5h_ri_above_1.35_volume,09.5h_volume,09.5h_volume_convex,09.5h_axis_major_length,09.5h_euler_number,09.5h_extent,09.5h_solidity,09.5h_inertia_tensor_eigvals-0,09.5h_inertia_tensor_eigvals-1,09.5h_inertia_tensor_eigvals-2,10.0h_box_shape,10.0h_mean_RI,10.0h_ri_above_1.35_volume,10.0h_volume,10.0h_volume_convex,10.0h_axis_major_length,10.0h_euler_number,10.0h_extent,10.0h_solidity,10.0h_inertia_tensor_eigvals-0,10.0h_inertia_tensor_eigvals-1,10.0h_inertia_tensor_eigvals-2,10.5h_box_shape,10.5h_mean_RI,10.5h_ri_above_1.35_volume,10.5h_volume,10.5h_volume_convex,10.5h_axis_major_length,10.5h_euler_number,10.5h_extent,10.5h_solidity,10.5h_inertia_tensor_eigvals-0,10.5h_inertia_tensor_eigvals-1,10.5h_inertia_tensor_eigvals-2,11.0h_box_shape,11.0h_mean_RI,11.0h_ri_above_1.35_volume,11.0h_volume,11.0h_volume_convex,11.0h_axis_major_length,11.0h_euler_number,11.0h_extent,11.0h_solidity,11.0h_inertia_tensor_eigvals-0,11.0h_inertia_tensor_eigvals-1,11.0h_inertia_tensor_eigvals-2,11.5h_box_shape,11.5h_mean_RI,11.5h_ri_above_1.35_volume,11.5h_volume,11.5h_volume_convex,11.5h_axis_major_length,11.5h_euler_number,11.5h_extent,11.5h_solidity,11.5h_inertia_tensor_eigvals-0,11.5h_inertia_tensor_eigvals-1,11.5h_inertia_tensor_eigvals-2,12.0h_box_shape,12.0h_mean_RI,12.0h_ri_above_1.35_volume,12.0h_volume,12.0h_volume_convex,12.0h_axis_major_length,12.0h_euler_number,12.0h_extent,12.0h_solidity,12.0h_inertia_tensor_eigvals-0,12.0h_inertia_tensor_eigvals-1,12.0h_inertia_tensor_eigvals-2,12.5h_box_shape,12.5h_mean_RI,12.5h_ri_above_1.35_volume,12.5h_volume,12.5h_volume_convex,12.5h_axis_major_length,12.5h_euler_number,12.5h_extent,12.5h_solidity,12.5h_inertia_tensor_eigvals-0,12.5h_inertia_tensor_eigvals-1,12.5h_inertia_tensor_eigvals-2,13.0h_box_shape,13.0h_mean_RI,13.0h_ri_above_1.35_volume,13.0h_volume,13.0h_volume_convex,13.0h_axis_major_length,13.0h_euler_number,13.0h_extent,13.0h_solidity,13.0h_inertia_tensor_eigvals-0,13.0h_inertia_tensor_eigvals-1,13.0h_inertia_tensor_eigvals-2,13.5h_box_shape,13.5h_mean_RI,13.5h_ri_above_1.35_volume,13.5h_volume,13.5h_volume_convex,13.5h_axis_major_length,13.5h_euler_number,13.5h_extent,13.5h_solidity,13.5h_inertia_tensor_eigvals-0,13.5h_inertia_tensor_eigvals-1,13.5h_inertia_tensor_eigvals-2,14.0h_box_shape,14.0h_mean_RI,14.0h_ri_above_1.35_volume,14.0h_volume,14.0h_volume_convex,14.0h_axis_major_length,14.0h_euler_number,14.0h_extent,14.0h_solidity,14.0h_inertia_tensor_eigvals-0,14.0h_inertia_tensor_eigvals-1,14.0h_inertia_tensor_eigvals-2,14.5h_box_shape,14.5h_mean_RI,14.5h_ri_above_1.35_volume,14.5h_volume,14.5h_volume_convex,14.5h_axis_major_length,14.5h_euler_number,14.5h_extent,14.5h_solidity,14.5h_inertia_tensor_eigvals-0,14.5h_inertia_tensor_eigvals-1,14.5h_inertia_tensor_eigvals-2,15.0h_box_shape,15.0h_mean_RI,15.0h_ri_above_1.35_volume,15.0h_volume,15.0h_volume_convex,15.0h_axis_major_length,15.0h_euler_number,15.0h_extent,15.0h_solidity,15.0h_inertia_tensor_eigvals-0,15.0h_inertia_tensor_eigvals-1,15.0h_inertia_tensor_eigvals-2,15.5h_box_shape,15.5h_mean_RI,15.5h_ri_above_1.35_volume,15.5h_volume,15.5h_volume_convex,15.5h_axis_major_length,15.5h_euler_number,15.5h_extent,15.5h_solidity,15.5h_inertia_tensor_eigvals-0,15.5h_inertia_tensor_eigvals-1,15.5h_inertia_tensor_eigvals-2,16.0h_box_shape,16.0h_mean_RI,16.0h_ri_above_1.35_volume,16.0h_volume,16.0h_volume_convex,16.0h_axis_major_length,16.0h_euler_number,16.0h_extent,16.0h_solidity,16.0h_inertia_tensor_eigvals-0,16.0h_inertia_tensor_eigvals-1,16.0h_inertia_tensor_eigvals-2,16.5h_box_shape,16.5h_mean_RI,16.5h_ri_above_1.35_volume,16.5h_volume,16.5h_volume_convex,16.5h_axis_major_length,16.5h_euler_number,16.5h_extent,16.5h_solidity,16.5h_inertia_tensor_eigvals-0,16.5h_inertia_tensor_eigvals-1,16.5h_inertia_tensor_eigvals-2,17.0h_box_shape,17.0h_mean_RI,17.0h_ri_above_1.35_volume,17.0h_volume,17.0h_volume_convex,17.0h_axis_major_length,17.0h_euler_number,17.0h_extent,17.0h_solidity,17.0h_inertia_tensor_eigvals-0,17.0h_inertia_tensor_eigvals-1,17.0h_inertia_tensor_eigvals-2,17.5h_box_shape,17.5h_mean_RI,17.5h_ri_above_1.35_volume,17.5h_volume,17.5h_volume_convex,17.5h_axis_major_length,17.5h_euler_number,17.5h_extent,17.5h_solidity,17.5h_inertia_tensor_eigvals-0,17.5h_inertia_tensor_eigvals-1,17.5h_inertia_tensor_eigvals-2
"(59, 282, 201)",1.3359369,4521,124686.0,184886.0,140.67921968630475,-105.0,0.3085729558767846,0.6743939508670208,1773.5640905472053,1000.4684795406008,794.9682849330469,"(59, 282, 201)",1.3348576,1964,194607.0,302207.0,183.77131099572836,-241.0,0.26442390001712035,0.6439526549682834,2675.144299241135,1701.3817903819545,999.3366151142191,"(59, 282, 201)",1.3334941,782,176918.0,273803.0,170.5741802007902,-256.0,0.29704064123357543,0.6461506995905816,2455.7874572447063,1466.7519839606184,1012.9843460881598,"(59, 282, 201)",1.3345413,1248,182804.0,297426.0,170.2450890564115,-305.0,0.2893741234277103,0.6146201071863253,2505.2705014945363,1461.5807110398825,1068.5121777518707,"(59, 282, 201)",1.3351818,1590,150865.0,277949.0,167.46102028640917,-193,0.2503925219994888,0.5427794307588802,2310.2228820316227,1412.9231620000905,918.8267124951988,"(59, 282, 201)",1.3333402,1171,187772.0,333296.0,205.14339320443983,-364,0.23191004796980522,0.5633790984590274,2969.243312577778,2116.2623706556865,877.1245056903233,"(59, 282, 201)",1.335791,7693,230308.0,380605.0,232.89225276700574,-508,0.272265792167813,0.6051102849410807,3527.316922672456,2726.439797935648,829.8765807190135,"(59, 282, 201)",1.3338803,1154,156590.0,249278.0,211.45914608365172,-360,0.33023603050344175,0.6281741669942795,2893.4567052548086,2245.068741386005,667.0284003980979,"(59, 282, 201)",1.3338209,1144,179696.0,268794.0,223.46110780252513,-236,0.28886316872427986,0.668526827235727,3145.991324272875,2507.236318727631,659.7409729673305,"(59, 282, 201)",1.3334918,1065,160452.0,300541.0,205.18901758069205,-258.0,0.21743849934748935,0.5338772413747209,2829.3237861585144,2114.7348713744514,733.8053639600095,"(59, 282, 201)",1.3328471,1000,136224.0,227396.0,189.33007316962687,-299,0.27123287671232876,0.5990606694928671,2551.8343131036922,1799.886771874146,767.1334243362127,"(59, 282, 201)",1.3320085,388,78780.0,136007.0,148.67045599761755,-160,0.30392345974306545,0.5792348923217188,1686.2912490920714,1110.912657221711,586.9134576598289,"(59, 282, 201)",1.330397,129,52842.0,116758.0,134.17019799859895,-178,0.20051150506951612,0.4525771253361654,1381.2233034690303,904.9166973870721,485.97579775777774,"(59, 282, 201)",1.3311884,185,86108.0,151872.0,142.65425680244437,-171,0.30752857142857143,0.5669774546986937,1666.3078734974033,1024.1169846220444,655.4011597336737,"(59, 282, 201)",1.331857,283,108040.0,177034.0,151.47427835782005,-184.0,0.3281696130247251,0.610278251635279,1836.8175305813998,1155.4609683011613,697.8327984803258,"(59, 282, 201)",1.3329026,515,137804.0,262189.0,174.80947624758045,-257.0,0.2255015545737195,0.5255903184344118,2239.8512404612807,1538.3734386016865,722.3893804676277,"(59, 282, 201)",1.3324828,499,136529.0,240795.0,165.10755654449042,-188.0,0.2525789025789026,0.5669926701135821,2094.7273997575153,1373.781244866053,742.4581218143582,"(59, 282, 201)",1.3321007,325,122261.0,243173.0,158.08635248172854,-182,0.2698203566384181,0.5027737454404889,2016.9698186588164,1258.9944103271935,776.8347448882773,"(59, 282, 201)",1.3335396,443,103182.0,190996.0,142.58836452146048,-160.0,0.23561837778589698,0.5402312090305557,1699.9886862692942,1025.677192287736,692.5217088665411,"(59, 282, 201)",1.3335382,434,143530.0,259005.0,165.0153953366175,-251.0,0.2576294429546344,0.5541591861160982,2180.0145569928845,1372.5452746327842,829.5517618156524,"(59, 282, 201)",1.3335401,444,116819.0,233435.0,149.30174052704618,-299,0.2322777813126332,0.5004348105468331,1946.902911452783,1124.5200006636721,842.3219396759127,"(59, 282, 201)",1.3339179,532,115141.0,194395.0,143.70788038599107,-237,0.3090502571370288,0.5923043288150416,1733.6829599822988,1043.3357439530737,711.8232154319406,"(59, 282, 201)",1.3376008,8204,80682.0,170844.0,138.95898725254253,-107,0.19824561403508772,0.47225539088291074,1579.6887338881563,975.0069735521032,623.7356936150316,"(59, 282, 201)",1.3371623,5637,73891.0,151416.0,165.87382620082124,-132,0.24570054798893382,0.48799994716542505,1805.970330671374,1383.779453780378,438.3371626017271,"(59, 282, 201)",1.3353326,889,55045.0,100701.0,157.90740240508737,-121,0.27699778582930756,0.546618206373323,1569.7327491357087,1253.0166280976434,329.27460380113223,"(59, 282, 201)",1.3367652,2792,73436.0,151998.0,162.1578302176682,-71,0.22205020591561392,0.483137936025474,1780.4175075757103,1322.2722005294681,473.17351801496795,"(59, 282, 201)",1.3371941,4853,69472.0,151565.0,165.62773663421115,-64,0.23280721155457257,0.4583643981130208,1824.2483696180343,1378.7827694855746,459.776424846448,"(59, 282, 201)",1.3380946,13692,147128.0,299731.0,183.15572859874254,-217,0.20565032400185623,0.49086681057348086,2360.3371523277297,1694.8449436675126,700.5800041416178,"(59, 282, 201)",1.3368212,4292,71072.0,149679.0,192.06569823883822,-58,0.20222506757718026,0.4748294683957001,2199.5141936243176,1851.6662954054243,362.2572450324956,"(59, 282, 201)",1.3376303,7522,89953.0,190749.0,205.27954047359583,-47.0,0.19658935939576194,0.4715778326491882,2577.447292654098,2115.479986961292,478.95830591032365,"(59, 282, 201)",1.3367919,4312,76541.0,155818.0,198.0305576753397,-90,0.22655722759616864,0.49122052651169956,2467.1163909852894,1967.1682619499768,512.6744756146614,"(59, 282, 201)",1.3370981,6089,86815.0,186741.0,205.22750464947808,-82,0.24499511787647382,0.46489522922122084,2696.035210878219,2113.099568478528,597.3019128915935,"(59, 282, 201)",1.3368224,7880,106340.0,223158.0,202.0115967376696,-93,0.258006599378882,0.4765233601304905,2913.623955242661,2047.9839646458252,880.7393982382016,"(59, 282, 201)",1.3352457,3121,72329.0,196354.0,216.79968427659904,-64,0.1662643900106661,0.36836020656569257,2827.8059788729934,2357.782573583813,485.3782422135028,"(59, 282, 201)",1.3367311,3282,58898.0,149816.0,178.59360646142525,-102,0.1751165501165501,0.39313557964436374,2073.2097859921228,1600.4131793925321,484.0553384948111,"(59, 282, 201)",1.3370326,3131,54252.0,113330.0,163.19445498424776,-63,0.19690766550522648,0.4787081972999206,1704.6205086108453,1337.0937499145439,378.4712447648219
"(59, 409, 306)",1.3297403,20,108140.0,178867.0,193.47007787210728,-504.0,0.27379641234033397,0.6045832937322144,2332.161803538401,1878.9747001052679,468.06940045974295,"(59, 409, 306)",1.3333617,1378,186249.0,255711.0,249.13927988397347,-210.0,0.3063709040663245,0.7283574034750168,3598.4558489066476,3114.71834775744,506.1361185536005,"(59, 409, 306)",1.3334678,563,165451.0,225568.0,248.73032320235998,-130.0,0.3131928249083805,0.7334861327847921,3545.162760686992,3102.9816800399967,461.467072691943,"(59, 409, 306)",1.3343141,1084,174005.0,274817.0,269.5022343071334,-119.0,0.20522555291364733,0.6331667982693938,4110.815156135105,3640.837212667837,488.5069391492387,"(59, 409, 306)",1.3334839,431,156238.0,218918.0,252.82281568955295,-121,0.2917609710550887,0.7136827487917851,3657.083495186102,3204.188704315205,469.33458618193976,"(59, 409, 306)",1.3330536,219,175517.0,262452.0,285.17102951436374,-110,0.20102276892065238,0.6687584777406916,4504.136389490413,4075.0696154585216,446.9543975207246,"(59, 409, 306)",1.3349631,1249,208247.0,453924.0,308.38290474553537,-214,0.16702558636249526,0.4587706312069862,5311.482218664241,4765.744171183981,567.2247959188281,"(59, 409, 306)",1.332964,258,143247.0,211262.0,248.145357366769,-265,0.2639597556593604,0.6780537910272553,3553.8362045314148,3086.2997076626966,482.52407392596183,"(59, 409, 306)",1.3321226,185,168571.0,254741.0,264.2006334980959,-315,0.2494244199810606,0.6617348601128205,3988.831411856296,3498.721138040672,507.3550758174499,"(59, 409, 306)",1.3321087,279,164826.0,258950.0,278.9878859516474,-305.0,0.19918742416845117,0.6365167020660359,4340.922344089856,3900.1833411203074,457.68163443322027,"(59, 409, 306)",1.3327323,304,128500.0,197643.0,258.8084054378827,-237,0.24574488429910116,0.6501621610681886,3730.545777424175,3356.112741934501,388.4794468287288,"(59, 409, 306)",1.3305941,83,71977.0,126274.0,217.24943039478552,-226,0.21134895466290815,0.5700064938150371,2650.6133177623365,2364.370723628128,295.25254070458857,"(59, 409, 306)",1.3286885,34,37758.0,97257.0,219.98814063497068,-428,0.14529292929292928,0.3882291248958944,2656.8471253566577,2422.796687646012,240.16561099950596,"(59, 409, 306)",1.3305901,50,94023.0,142713.0,250.43861342968117,-109,0.23635746606334843,0.6588257551869837,3394.972458803777,3141.676294013637,264.69884315928664,"(59, 409, 306)",1.3320961,74,108319.0,165047.0,262.45656598801344,-167.0,0.21955990319167482,0.6562918441413658,3721.236314432348,3450.474791687029,283.3662030973313,"(59, 409, 306)",1.3462328,27297,70759.0,111526.0,133.3934166247119,-30.0,0.30383926692802826,0.6344619191937306,1338.4711106094064,896.8978920149218,455.9886427429321,"(59, 409, 306)",1.3459367,23958,66818.0,108904.0,131.29009790710182,-43.0,0.3133347088835534,0.6135495482259605,1303.7861873506392,868.5833061537555,448.66051265875643,"(59, 409, 306)",1.3436139,17620,67746.0,109456.0,137.6239439113703,-36,0.29530792300181335,0.6189336354334162,1402.8453658291396,953.6522947404782,462.4626667976176,"(59, 409, 306)",1.3451174,21957,70658.0,115350.0,141.04332921333963,-27.0,0.27788352630254215,0.6125530992631123,1468.545040814603,1001.7885950172837,481.0115642736361,"(59, 409, 306)",1.3429928,20287,86247.0,135850.0,148.21259493000693,-26.0,0.29976851851851855,0.6348693411851306,1608.9509808058879,1107.125548102237,519.3791993194926,"(59, 409, 306)",1.3420476,19216,89128.0,137775.0,152.36786187753555,-16,0.30220052215780013,0.646909816730176,1707.955480898453,1169.327322459076,555.686270044354,"(59, 409, 306)",1.3394814,14228,95153.0,152924.0,155.38515266383877,-35,0.2819849454717876,0.6222241113232717,1794.5035358207729,1216.3527277464007,596.4016967307256,"(59, 409, 306)",1.3351955,2876,86200.0,159169.0,165.97037810046288,-136,0.269375,0.5415627414886065,2011.4912046873746,1384.3861678733474,641.2607318796612,"(59, 409, 306)",1.3342527,1884,62173.0,154707.0,180.90356768642127,-180,0.1842162962962963,0.401875803939059,2243.283005980825,1642.7485531374718,613.421478950737,"(59, 409, 306)",1.3336447,44,33215.0,81253.0,153.30766529661653,-119,0.2050561797752809,0.4087849064034559,1458.5269239450245,1180.212285589671,288.4151856647551,"(59, 409, 306)",1.3352066,1256,43957.0,94752.0,150.77156220450883,-181,0.2420433020571781,0.46391632894292467,1457.011925030881,1142.438807580788,326.24433565286205,"(59, 409, 306)",1.3353631,1791,40742.0,89021.0,149.0114537034243,-172,0.22842565597667638,0.4576672919872839,1418.2206495017858,1115.6556576698422,313.43497369085105,"(59, 409, 306)",1.3315243,5988,217112.0,451479.0,271.7375939535885,-919,0.17685891169762138,0.48089058405817325,4543.252280004717,3710.8893110269278,870.0095942631119,"(59, 409, 306)",1.3362342,2367,37700.0,83750.0,147.13444287763554,-165,0.23432449903038138,0.4501492537313433,1386.0327687867034,1087.5364255240177,308.7147662195017,"(59, 409, 306)",1.3366206,3608,51671.0,105295.0,142.71570184448058,-128.0,0.2289001311266258,0.4907260553682511,1407.9468250133132,1024.4397319922207,395.60940170926597,"(59, 409, 306)",1.336251,2054,40288.0,84242.0,143.24383209220198,-152,0.2450250571692697,0.4782412573300729,1345.5203255231484,1031.0810628861122,324.72184516336523,"(59, 409, 306)",1.3369,3373,46922.0,97982.0,140.71141607520465,-153,0.228789592760181,0.4788838766304015,1365.9798657629794,995.3611569718657,381.3707613459084,"(59, 409, 306)",1.3367772,3764,49590.0,102831.0,133.927538652375,-119,0.21545881126173097,0.4822475712576947,1329.4330545364987,902.5056959120905,438.28018950024926,"(59, 409, 306)",1.3366278,2961,39384.0,80855.0,139.8301802577116,-156,0.2617224880382775,0.487094180941191,1305.654938420679,982.2279963121222,332.6350036423899,"(59, 409, 306)",1.3375725,4222,40790.0,84644.0,137.22073632246023,-178,0.2457465779834201,0.4819006663201172,1292.0963619082115,946.07120052385,355.21451474424566,"(59, 409, 306)",1.3371704,4972,46193.0,91620.0,137.45035947183294,-164,0.25459104938271604,0.5041803099759877,1362.2599340440302,949.3091123100559,422.3089144604767
